name,name_en,type,type_en,address,sum_district_name,sum_district_type ,bag_khoroo_name,bag_khoroo_type,3_word_address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time,
Сонгинохайрхан 06 салбар Лобби орлого АТМ-2,Songinokhairkhan branch Lobby CRM-ATM-2,atm,салбар,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро, Хас банк Сонгинохайрхан салбар",0,0,12-р,хороо,,"12th khoroo, 1st microdistrict, Songinokhairkhan branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hours,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Сонгинохайрхан 06 салбар Лобби орлого АТМ-2,Songinokhairkhan branch Lobby CRM-ATM-2,atm,салбар,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро, Хас банк Сонгинохайрхан салбар",0,0,12-р,хороо,,"12th khoroo, 1st microdistrict, Songinokhairkhan branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hours,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Яармаг Фүүд Сити орлого АТМ,Yarmag Food city CRM-ATM,atm,атм,"4-р хороо, Яармаг Фүүд сити худалдааны төв",0,0,4-р,хороо,,"4rd khoroo, Yarmag Food city",Даваа-Ням 9-20 цаг,Mon-Sun 9-20 hours,1800-1888,1,1,1,1,1,1,1,09:00:00,19:59:00,
Сүхбаатар 08 салбар CRM,SUKHBAATAR 08 BRANCH CRM,atm,салбар,"7-р хороо, 11-р хороолол, Эрхүүгийн Гудамж, Хас банк Сүхбаатар салбар ",0,0,7-р,хороо,,"7th khoroo, 11th microdistrict, Erkhuu road, Sukhbaatar branch Xac bank",Даваа-Ням 24 цаг,Mon-Sun 24 hours,18001888,1,1,1,1,1,1,1,00:00:00,23:59:00,
"Баянгол салбар, Экспресс банк CRM-2","Bayangol branch, Express bank CRM-2",atm,салбар,"13-р хороо, Ард Аюушийн өргөн чөлөө, Имарт Хороолол салбар, Хас банк Баянгол салбар",0,0,13-р,хороо,,"13rd khoroo, 4th microdistrict, Ard Ayush avenue, Bayangol branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hours,18001888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Налайх Зүүн хүрээ дэлгүүр ATM,Nalaikh Zuun khuree delguur ATM,atm,,Налайх Пост,0,0,,,,Nalaikh Zuun khuree delguur,Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,18001888,1,1,1,1,1,1,1,08:00:00,20:00:00,
Их-Орд лоби CRM,Ikh ord lobby CRM,atm,,"14-р хороо, Намъянжүгийн гудамж, Их Орд худалдааны төв,  Хас банк Ир Орд тооцооны төв",0,0,14-р,хороо,,"14th Khoroo, Namyanju Street, Ikh Ord Shopping Center, XacBank Ikh Ord Branch",Даваа-Ням 24 цаг,Mon-Sun 24 hours,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Улсын клиникийн 1-р эмнэлэг,Central hospital-1,atm,,"1-р хороо, Улсын клиникийн 1-р эмнэлэг",0,0,1-р,хороо,,"1-khoroo, Central hospital-1",06:00-00:00,06:00-00:00,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
Зөөврийн АТМ,Mobile ATM,atm,атм,Бэлхи зуслан,0,0,,,,Belkhi zuslan,24,24,1800-1888,1,1,1,1,1,1,1,00:00:00,23:00:00,
Гандан Моми ,Gandan Momi,atm,,"Баянгол дүүрэг, Орхон 2-130",Баянгол,дүүрэг,,,,BGD Orkhon 2-130,Даваа-Ням,Mon-Sun,,1,1,1,1,1,1,1,09:00:00,23:00:00,
Автомашины зээлийн төв-1,Automobile purchase loan center 1,branch,зээлийн төв,"32 дугаар хороо, ""МАКОС"" ХХК-ийн ""АВТОКОМ"" худалдаа үйлчилгээний төвийн Б блок 301-304 тоот
3 үгт хаяг: ///угсаат.арилж.цоохондой",0,0,32 дугаар,хороо,///угсаат.арилж.цоохондой,"301-304, Block B, Autocom shopping center, 32nd khoroo, Songinokhairkhan district
///possessors.showered.trustees","Даваа - Ням: 8:30-16:30
Мягмар: Амарна","Monday - Sunday: 8:30am-4:30pm
Tuesday: Сlosed",1800-1888,1,0,1,1,1,1,1,08:30:00,16:30:00,
